era_SectionOfLine;era_SectionOfLine_era_opStart;era_SectionOfLine_era_opStart__label;era_SectionOfLine_era_nationalLine_rdfs_label;era_SectionOfLine_era_lengthOfSectionOfLine;era_SectionOfLine_era_opEnd;era_SectionOfLine_era_opEnd__label;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label;__type;__label
http://data.europa.eu/949/sectionOfLine/81c3a5b1ae;http://data.europa.eu/949/operationalPoint/b90f4d58eb;Stora Höga;73;6.575;http://data.europa.eu/949/operationalPoint/7ae877518a;Stenungsund;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/890571dc45;http://data.europa.eu/949/operationalPoint/28c19f3e72;Brunna;6;13.13;http://data.europa.eu/949/operationalPoint/b933e4854f;Järlåsa;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/de9c95efc6;http://data.europa.eu/949/operationalPoint/9ceae2d9cd;Garnudden;1;3.411;http://data.europa.eu/949/operationalPoint/43132c1058;Dånviken;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/77bbef2bc3;http://data.europa.eu/949/operationalPoint/43cbd6bb1e;Läggesta;17;6.178;http://data.europa.eu/949/operationalPoint/33a42b4ad2;Grundbro;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/c0cd69e56c;http://data.europa.eu/949/operationalPoint/5f3b9fe400;Solna;22;0.839;http://data.europa.eu/949/operationalPoint/1e5e78ed9d;Hagalund;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f01cbbc96c;http://data.europa.eu/949/operationalPoint/3fa75824dd;Kil;12;5.809;http://data.europa.eu/949/operationalPoint/4c4949fdb0;Fagerås;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2115c9c4e5;http://data.europa.eu/949/operationalPoint/c3ef21d5d5;Gemla;4;5.764;http://data.europa.eu/949/operationalPoint/3013b474b6;Räppe;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2cea9d7b38;http://data.europa.eu/949/operationalPoint/972d5a758b;Kaisepakte;21;12.167;http://data.europa.eu/949/operationalPoint/b04c6e8bfb;Stordalen;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/8113becf2d;http://data.europa.eu/949/operationalPoint/9ab78a3c45;Arnäsvall;28;5.248;http://data.europa.eu/949/operationalPoint/1172ec84bb;Högbysjön;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/92a0e91884;http://data.europa.eu/949/operationalPoint/a6a165d644;Njurundabommen;5;2.424;http://data.europa.eu/949/operationalPoint/af87bac660;Nolby;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e4c0d2ade4;http://data.europa.eu/949/operationalPoint/50209de0c8;Skärblacka;64;16.391;http://data.europa.eu/949/operationalPoint/62bf2eb018;Finspång;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/dea4e80f21;http://data.europa.eu/949/operationalPoint/eaf6c0a511;Skänninge;2;9.068;http://data.europa.eu/949/operationalPoint/f0cdf74c1f;Mjölby;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/482f17e7b7;http://data.europa.eu/949/operationalPoint/32e87fcc99;Järpås;75;9.114;http://data.europa.eu/949/operationalPoint/5ca5ca8c83;Håkantorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0355e4447a;http://data.europa.eu/949/operationalPoint/88e32ca2b0;Hallsbergs personbangård;1;10.78;http://data.europa.eu/949/operationalPoint/44346b477a;Skymossen;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e9ef7593b4;http://data.europa.eu/949/operationalPoint/fde1b2edbf;Flädie;26;5.966;http://data.europa.eu/949/operationalPoint/90dfcb730b;Lomma;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/15d358dc91;http://data.europa.eu/949/operationalPoint/0624254b20;Duvbo;16;2.501;http://data.europa.eu/949/operationalPoint/b791f2d8ff;Spånga;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/082549375c;http://data.europa.eu/949/operationalPoint/b7cbfb58e6;Falköpings central;1;13.716;http://data.europa.eu/949/operationalPoint/53ce9fe0c6;Floby;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/af1bcdabb2;http://data.europa.eu/949/operationalPoint/95ea2ad491;Nässjö central;2;10.758;http://data.europa.eu/949/operationalPoint/468012cdaf;Grimstorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/9275e524cb;http://data.europa.eu/949/operationalPoint/8e81ea8b0b;Karbenning;9;5.996;http://data.europa.eu/949/operationalPoint/388146562e;Snyten;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/49d2938072;http://data.europa.eu/949/operationalPoint/a0a8301445;Hasslerör;75;8.242;http://data.europa.eu/949/operationalPoint/32d9df98ee;Mariestad;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3be1aa0143;http://data.europa.eu/949/operationalPoint/6f8bb59e26;Bankeryd;14;10.682;http://data.europa.eu/949/operationalPoint/c32d1d3877;Jönköpings central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/70856e17e9;http://data.europa.eu/949/operationalPoint/d02cb404b1;Backe;46;14.509;http://data.europa.eu/949/operationalPoint/14509ae120;Rossön;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d97eead20a;http://data.europa.eu/949/operationalPoint/4c01103e18;Rydaholm;4;19.578;http://data.europa.eu/949/operationalPoint/5f9f27f818;Alvesta;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/99ff1ffef9;http://data.europa.eu/949/operationalPoint/ded4f54722;Gålnäs;28;5.922;http://data.europa.eu/949/operationalPoint/15578aa99d;Örnsköldsviks central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/7aa3d0badf;http://data.europa.eu/949/operationalPoint/4804752bd5;Tenhult;14;11.097;http://data.europa.eu/949/operationalPoint/511d58eace;Forserum;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/541216685c;http://data.europa.eu/949/operationalPoint/c1a254c9a8;Mosselund;2;8.766;http://data.europa.eu/949/operationalPoint/f387e14cd9;Hässleholm;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/97d77dffa8;http://data.europa.eu/949/operationalPoint/b01cf78741;Krökesbo;14;4.803;http://data.europa.eu/949/operationalPoint/741a6f186f;Äng;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3d1add5cf7;http://data.europa.eu/949/operationalPoint/7270ba19be;Kragenäs;73;15.049;http://data.europa.eu/949/operationalPoint/262b293b84;Skee;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/bbce032596;http://data.europa.eu/949/operationalPoint/a41c1eccca;Sala;6;9.997;http://data.europa.eu/949/operationalPoint/e2640c245e;Broddbo;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/108f900648;http://data.europa.eu/949/operationalPoint/b8ccfcd41f;Kattarp;3;4.582;http://data.europa.eu/949/operationalPoint/1d89a136a4;Ödåkra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/782e6cf6fd;http://data.europa.eu/949/operationalPoint/a9e20497bf;Norrsjön;28;10.686;http://data.europa.eu/949/operationalPoint/2731e57259;Ängersjö;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/01dc813b89;http://data.europa.eu/949/operationalPoint/79509ad0a9;Säffle;11;16.277;http://data.europa.eu/949/operationalPoint/02bd215a06;Åmål;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/22c720956e;http://data.europa.eu/949/operationalPoint/67377cbeae;Norrmjöle;28;10.042;http://data.europa.eu/949/operationalPoint/492e88ac47;Stöcke;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/248bcfc417;http://data.europa.eu/949/operationalPoint/89e5f8b1ce;Knäred;33;19.692;http://data.europa.eu/949/operationalPoint/85005464b1;Markaryd;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/cf67377a1f;http://data.europa.eu/949/operationalPoint/973a5fe9c9;Degermyr;7;9.982;http://data.europa.eu/949/operationalPoint/81a5e6d60c;Vännäs;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5428169ad5;http://data.europa.eu/949/operationalPoint/17f8c145b0;Ragunda;7;12.466;http://data.europa.eu/949/operationalPoint/9c2f86a848;Bispgården;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/670b2c4497;http://data.europa.eu/949/operationalPoint/87f783a1a5;Borgstena;15;6.25;http://data.europa.eu/949/operationalPoint/06c9a53e53;Fristad;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/c5ff9a1a4d;http://data.europa.eu/949/operationalPoint/8501d75481;Moholm;1;11.652;http://data.europa.eu/949/operationalPoint/4ab5a9ba4d;Väring;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/446aa80157;http://data.europa.eu/949/operationalPoint/882a697808;Kode;73;8.74;http://data.europa.eu/949/operationalPoint/b90f4d58eb;Stora Höga;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/6eaaa4fb23;http://data.europa.eu/949/operationalPoint/2cab738a38;Ramsjö;8;9.937;http://data.europa.eu/949/operationalPoint/0c02009d04;Norrhög;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/f06c24d8db;http://data.europa.eu/949/operationalPoint/2a8f11e3cd;Osby;2;11.258;http://data.europa.eu/949/operationalPoint/c786551aea;Hästveda;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/49517b12a2;http://data.europa.eu/949/operationalPoint/b849f155e7;Grillby;16;8.386;http://data.europa.eu/949/operationalPoint/f43dbec38b;Enköping;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/51bfaf6aee;http://data.europa.eu/949/operationalPoint/66a69e2bb8;Gårdsjö;1;8.009;http://data.europa.eu/949/operationalPoint/55eef0007f;Älgarås;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/15755122d2;http://data.europa.eu/949/operationalPoint/2c8b302846;Hölö;2;10.316;http://data.europa.eu/949/operationalPoint/a9e497dba3;Vagnhärad;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/210cf757e5;http://data.europa.eu/949/operationalPoint/b4771d9622;Rabbalshede;73;16.955;http://data.europa.eu/949/operationalPoint/e0ea6afe3a;Tanum;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e3e02ef564;http://data.europa.eu/949/operationalPoint/0edfa9ca3c;Ulriksdal;22;3.932;http://data.europa.eu/949/operationalPoint/c1d322adfd;Helenelund;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/02e17fddcf;http://data.europa.eu/949/operationalPoint/a3091912c7;Örabäcken;8;7.273;http://data.europa.eu/949/operationalPoint/2cab738a38;Ramsjö;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3b9a90bcdd;http://data.europa.eu/949/operationalPoint/57bfc5b097;Hasslarp;13;3.742;http://data.europa.eu/949/operationalPoint/b8ccfcd41f;Kattarp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/8502c62392;http://data.europa.eu/949/operationalPoint/3b22db22b1;Undersåker;20;13.104;http://data.europa.eu/949/operationalPoint/6f5a9bac3e;Åre;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/dd00247255;http://data.europa.eu/949/operationalPoint/25a714c6cd;Uppsala central;5;2.384;http://data.europa.eu/949/operationalPoint/7a75c824bb;Uppsala norra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0df5304f05;http://data.europa.eu/949/operationalPoint/d503cf113e;Mönsterås;65;13.358;http://data.europa.eu/949/operationalPoint/e034f84d4f;Blomstermåla;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/dfcceb9318;http://data.europa.eu/949/operationalPoint/95ea2ad491;Nässjö central;2;28.218;http://data.europa.eu/949/operationalPoint/e888f08ac0;Ekenässjön;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/b7c910a87a;http://data.europa.eu/949/operationalPoint/ecad3c748e;Lycksele timmer;44;1.411;http://data.europa.eu/949/operationalPoint/2651d5a1f6;Lyckselesågen;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/27d2800415;http://data.europa.eu/949/operationalPoint/8616685145;Sunderbyns sjukhus;7;6.029;http://data.europa.eu/949/operationalPoint/7d1f25fea0;Gammelstad;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/a0427483f1;http://data.europa.eu/949/operationalPoint/657f288fcd;Kristinehamn;12;8.239;http://data.europa.eu/949/operationalPoint/f3176506de;Ölme;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/83158c4117;http://data.europa.eu/949/operationalPoint/9d37701f20;Myrbacken;5;3.697;http://data.europa.eu/949/operationalPoint/f7fbb090c3;Knivsta;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/895277103b;http://data.europa.eu/949/operationalPoint/de6d97fe00;Trekanten;4;13.746;http://data.europa.eu/949/operationalPoint/fde17f04d6;Kalmar södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/02502b6238;http://data.europa.eu/949/operationalPoint/81a5e6d60c;Vännäs;7;2.119;http://data.europa.eu/949/operationalPoint/1219d6ead9;Vännäs norra;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0081c878af;http://data.europa.eu/949/operationalPoint/b9cb3763d0;Ängelsberg;63;12.758;http://data.europa.eu/949/operationalPoint/952f3ae57b;Fagersta central;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0aabb450a2;http://data.europa.eu/949/operationalPoint/5c430069d5;Jakobsberg;16;3.499;http://data.europa.eu/949/operationalPoint/f72f5f2e5d;Kallhäll;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/002d4c0f9c;http://data.europa.eu/949/operationalPoint/e4d1f0805d;Kopparåsen;21;10.624;http://data.europa.eu/949/operationalPoint/b170a51e43;Vassijaure;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/4d5ce118a0;http://data.europa.eu/949/operationalPoint/dbc9941da6;Norsholm;2;4.763;http://data.europa.eu/949/operationalPoint/aa27f118f0;Gistad;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/cf71b631df;http://data.europa.eu/949/operationalPoint/f7c05ce612;Östansjö;1;7.233;http://data.europa.eu/949/operationalPoint/1c10a1b859;Vretstorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/900b41cc8c;http://data.europa.eu/949/operationalPoint/34c73a92c4;Liseberg;23;1.81;http://data.europa.eu/949/operationalPoint/cbb7619db1;Almedal;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d9c236a41b;http://data.europa.eu/949/operationalPoint/c8e44b0bc4;Vålberg;11;7.238;http://data.europa.eu/949/operationalPoint/566952a251;Grums;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/4373a42ea4;http://data.europa.eu/949/operationalPoint/56c2f06cae;Snickarbo;6;6.179;http://data.europa.eu/949/operationalPoint/415fd1bb46;Lustån;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/7e5e0e3977;http://data.europa.eu/949/operationalPoint/4d05efc6f9;Långviksmon;7;4.673;http://data.europa.eu/949/operationalPoint/9ffbc67936;Långvattnet;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
